MF,NF,FAR,PCAVAR,PCAKNN,DSVAR,DSKNN,MPVAR,MPKNN,DSRF
189.249595462319,369.415674378348,188.383015167,202.909213527909,229.44128097925,199.984198403136,233.723462051322,204.532039232454,206.055054134387,200.214208783088
181.872359956363,360.064757062233,180.745561180426,202.095656829172,244.05974987911,204.396498980621,249.498174994248,198.689545046928,198.410832113079,188.794934635804
192.360427450881,353.718805781444,191.243623726121,189.265299940554,217.918088816264,192.035069446727,208.01505279343,198.418127085236,191.116263181553,198.545402433265
186.963494325226,370.910043537674,186.849422952539,201.519096899444,234.887032126583,205.718442161593,237.409528459547,205.711137624735,227.529669512573,202.64317412729
143.076248750851,280.454927323669,142.119595973222,150.493519698521,185.130689430877,151.217312374464,183.322003659812,153.139590196067,157.607071576308,156.003407297879
146.791905484262,321.636740989216,146.545542126974,165.369307891443,195.246698853756,165.932718281932,198.791362896377,166.583170462263,181.480751481262,158.260699581982
157.632617161397,339.000801446133,156.969333307575,171.562170291863,211.76761180069,172.738299282728,214.611239357355,170.672703602777,196.530502892651,169.642763503233
152.278885820174,297.660145673762,151.539301159476,163.688203334244,202.182458296349,166.687631164363,198.66676974144,168.911859801273,158.492842638849,158.713730240448
157.597318995222,324.44640245501,156.661070277179,183.211776112398,221.740321562384,181.824839518741,223.689908923478,176.921151042448,202.419010422584,167.780209570769
316.569009941269,637.117597726859,317.273967322948,372.048267141404,402.797917576468,376.530459902875,422.908940187041,394.330792110027,476.173923866993,324.093490977263
128.164172212145,253.255090813679,126.987888055735,129.561728728748,163.517923610278,129.094843060718,165.472443161751,142.644516714207,142.298216227265,135.781931416783
156.659543563638,288.275215464651,154.919377035759,155.539357754265,186.782736020217,155.541601461625,183.499519023223,160.883847156419,166.249200213962,166.421987807741
109.267708133847,220.069416753802,108.459004162731,111.744199870011,145.261187833548,113.365094857645,146.16128782658,113.289679668158,119.59841075392,115.596432555191
158.30134955801,309.926392624808,158.182031483371,190.358939772969,236.563617937346,198.511095689729,255.717054517939,182.486218909351,209.234803823518,164.742519158198
148.110917031696,323.707067089883,147.8612190671,176.268009484047,225.786651877516,181.408119082211,230.419460126044,170.717192026966,175.586013218074,153.77157282523
168.058226314171,319.956754824516,166.486894031977,166.604915511251,198.220046444964,164.806014651746,207.463545994633,168.472310638585,177.831382840351,182.032010526072
149.917958895649,291.008217841766,148.974905259586,153.165504866056,185.928315572221,152.794106466469,177.71585418217,160.705320515857,157.25539172586,156.204790938359
175.423668778994,368.767438745022,174.554002822982,191.667793803362,208.580631381922,193.271484599572,212.697540610642,190.177764438524,202.179294272802,187.47910381954
145.891186553067,307.818924171119,145.882956562839,157.650003162032,191.253796856532,157.49258831568,189.957031244183,158.695669219318,182.835903412245,155.230485558796
119.551726312946,244.663822766116,118.900332893134,124.661852046584,139.94009195223,124.107045531674,150.415946981526,125.525446089687,130.739287599461,131.490445704656
191.802783486933,389.716082747316,189.913907880048,204.245067238528,249.613411299698,200.923002348063,246.674799214256,202.388508291854,224.362942817427,203.18034464991
170.385115595277,313.310061261482,169.511025706926,173.745881378785,208.337457745594,174.572657775063,199.286806827559,176.723407685796,171.481764398287,181.998981629062
163.87601316372,317.117676629304,162.467989126699,162.700682326796,205.200030799786,166.391694293835,219.596215321376,165.203567043501,176.590786144268,175.566678561199
